HeaterController	0:9:COMMAND,11:21:DeviceParameter,26:27:DeviceParameterValue,29:35:DeviceParameterValue	установить температуру на 23 градуса	1	1
HeaterController	10:15:COMMAND,33:37:LOC,17:28:DEVICE	в 5 часов включи обогреватель на кухне	1	1
HeaterController	10:15:COMMAND,17:28:DEVICE,32:37:LOC,42:43:DeviceParameterValue,45:51:DeviceParameter	в 8 часов включи обогреватель в ванной на 23 градуса	1	1
HeaterController	0:6:COMMAND,8:16:DeviceFeature,20:26:LOC	включай отопление в комнате	1	1
HeaterController	0:6:COMMAND,8:16:DeviceFeature,20:26:LOC	включай отопление в спальне	1	1
HeaterController	22:27:COMMAND,0:4:LOC,6:12:IntensityQuantifier	здесь слишком холодно сделай потеплее	1	1
HeaterController	0:5:COMMAND	сделай похолоднее	1	1
WaterTapRelay	0:5:COMMAND,7:10:CommandFeature	включи воду	1	1
WaterTapRelay	0:4:COMMAND,6:10:CommandFeature,14:19:CommandFeature	помой ягоды и огурцы	1	1
WaterTapRelay	0:8:Quantifier,10:17:COMMAND,19:22:CommandFeature	полностью перекрой воду	1	1
WaterTapRelay	0:6:COMMAND,8:17:CommandFeature,21:29:LOC	отключи водопровод в гостинной	1	1
WaterTapRelay	0:5:COMMAND,7:15:FeatureState	сделай погорячее	1	1
WaterTapRelay	0:5:COMMAND,7:11:CommandFeature,13:19:Quantifier	сделай напор сильнее	1	1
WaterTapRelay	0:5:COMMAND,7:12:CommandFeature	набери ванную	1	1
WaterTapRelay	0:6:COMMAND,8:17:CommandFeature,21:27:LOC	выключи водопровод в комнате	1	1
WaterTapRelay	0:6:COMMAND,8:14:FeatureState,16:21:CommandFeature,25:29:Actor,31:37:Action	наполни горячую ванную к моему приходу	1	1
CurtainsRelay	0:7:COMMAND,9:17:CommandFeature,32:36:CommandFeature,24:30:IntensityQuantifier	откроешь занавески если слишком темно	1	1
CurtainsRelay	0:4:ParameterValueQuestion,20:28:CommandFeature,30:34:CommandFeature	когда последний раз открывали шторы	1	1
CurtainsRelay	21:26:COMMAND,28:36:CommandFeature,8:12:LOC	если за окном солнце открой занавески	1	1
CurtainsRelay	0:5:COMMAND,7:11:CommandFeature	закрой шторы в 9 вечера	1	1
CurtainsRelay	22:27:COMMAND,29:37:CommandFeature	если за окном рассвет открой занавески	1	1
CurtainsRelay	0:4:CommandQuestion,20:26:FeatureState,28:36:DeviceFeature	когда последний раз снимали занавески	1	1
CurtainsRelay	0:7:COMMAND,9:14:DeviceFeature,21:27:IntensityQuantifier	откроешь жалюзи если слишком темно	1	1
CurtainsRelay	0:7:COMMAND,9:14:CommandFeature,21:27:IntensityQuantifier,29:33:CommandState	откроешь жалюзи если слишком темно	1	1
CurtainsRelay	21:26:COMMAND,28:36:DeviceFeature,14:19:CommandState	если за окном солнце закрой занавески	1	1
WindowRelay	0:9:COMMAND,11:15:LOCCurrent,22:22:Actor,24:27:Action,31:37:LOC	проветрите здесь пока я буду в комнате	1	1
WindowRelay	22:27:COMMAND,11:17:CommandFeature,29:32:CommandFeature	если будет холодно то закрой окно	1	1
WindowRelay	18:23:COMMAND,12:16:CommandFeature,25:28:CommandFeature	ежели будет жарко закрой окно	1	1
WindowRelay	0:7:COMMAND,9:11:LOC	проветри там	1	1
WindowRelay	23:28:COMMAND,30:33:CommandFeature,12:18:CommandState	если станет холодно то закрой окно	1	1
WindowRelay	19:24:COMMAND,26:29:DeviceFeature	если будет холодно закрой окно	1	1
WindowRelay	20:25:COMMAND,27:30:CommandFeature,8:12:LOC	если на улице жарко открой окно	1	1
WindowRelay	16:23:COMMAND,2:8:LOCCurrent,2:8:LOC	в комнате душно проветри	1	1
WindowRelay	20:25:COMMAND,27:30:Devicefeature	если будет жарко то закрой окно	1	1
WindowRelay	23:28:COMMAND,30:33:DeviceFeature	если станет холодно то открой окно	1	1
CoffeeMachine	0:7:COMMAND,9:12:CommandFeature	подогрей кофе завтра к полуночи	1	1
CoffeeMachine	12:19:COMMAND,33:36:LOC,21:29:DEVICE	каждый день проверяй кофеварку в доме	1	1
CoffeeMachine	14:19:COMMAND,6:6:Actor,8:12:Action,21:24:CommandFeature	когда я поеду сделай кофе	1	1
CoffeeMachine	0:6:CommandQuestion,13:20:FeatureState,8:11:DeviceFeature	сколько кофе осталось	1	1
Lamp	0:6:COMMAND,8:11:CommandFeature,19:19:Actor,21:26:Action,30:36:LOC	включай свет когда я захожу в спальню	1	1
Lamp	0:7:COMMAND,9:12:CommandFeature,20:20:Actor,22:24:Action,29:35:LOC	выключай свет когда я иду из санузла	1	1
Lamp	0:7:COMMAND,18:23:COMMAND,9:12:CommandFeature,25:37:CommandFeature,39:44:CommandFeature	приглуши свет или включи расслабляющую музыку	1	1
Lamp	0:7:COMMAND,9:12:CommandFeature,20:23:Actor,25:27:Action,29:29:LOC	выключай свет когда меня нет в комнате	1	1
Lamp	0:6:COMMAND,8:11:CommandFeature,19:19:Actor,21:26:Action,30:37:LOC	включай свет когда я захожу в гостиную	1	1
Lamp	0:6:COMMAND,8:11:CommandFeature,19:19:Actor,21:27:Action,29:33:LOC	включай свет когда я прихожу домой	1	1
Lamp	0:6:COMMAND,8:11:DeviceFeature,15:20:LOC	выключи свет в ванной	1	1
Lamp	0:6:COMMAND,8:13:DeviceFeature,21:21:Actor,23:28:Action,32:38:LOC	включай солнце когда я захожу в комнату	1	1
Lamp	0:3:COMMAND,5:8:DeviceFeature,12:18:LOC	гаси свет в спальне если никого нет	1	1
Lamp	0:4:COMMAND,18:24:DeviceFeature,29:33:CommandParameterValue	меняй каждый день фонарик на время	1	1
Lamp	0:6:COMMAND,8:11:DeviceFeature	выключи свет	1	1
SmartElectricityMeter	0:6:ParameterValueQuestion,30:42:CommandFeature	сколько в этом месяце было за электричество	1	1
SmartElectricityMeter	0:5:COMMAND,7:19:CommandFeature,23:29:LOC	включи электричество в спальне	1	1
SmartElectricityMeter	0:6:ParameterValueQuestion,20:20:Actor,22:29:Action	сколько в этом году я заплатил за свет	1	1
SmartElectricityMeter	0:6:COMMAND,8:20:CommandFeature,24:30:LOC	включай электричество в комнате	1	1
SmartIron	29:35:COMMAND,5:8:DEVICE,18:24:DeviceState	если утюг всё еще включен то выключи его	1	1
SmartIron	0:6:COMMAND,8:11:DEVICE,16:21:DeviceParameterValue	поставь утюг на шерсть	1	1
SmartIron	5:12:COMMAND,0:3:DEVICE,27:32:DeviceParameterValue	утюг разогрей буду гладить нейлон	1	1
SmartIron	0:5:COMMAND,7:10:DEVICE,12:12:Actor,14:17:Action,19:27:Action,29:36:DeviceParameterValue	включи утюг я хочу погладить шелковую блузку	1	1
SmartOven	0:8:COMMAND,26:30:CommandFeature,10:12:Actor	приготовь мне какиенибудь овощи	1	1
SmartOven	0:4:COMMAND,6:12:CommandFeature	подай печенье на зватрак	1	1
SmartOven	0:4:ParameterValueQuestion,6:10:FeatureState,12:17:FeatureState,19:23:CommandFeature	когда будет готова пицца	1	1
SmartOven	0:6:COMMAND,8:11:Actor	покорми меня	1	1
SmartOven	0:6:ParameterValueQuestion,13:17:CommandFeature,19:21:CommandFeature,25:31:DEVICE	сколько дней стоит суп в духовке	1	1
