TemperatureSensor	0:10:COMMAND,12:22:DeviceFeature,37:42:DeviceFeature,44:48:DeviceParameterValue,26:32:LOC	поддерживай температуру в комнате на уровне число	1	1
TemperatureSensor	11:17:CommandFeature	как сейчас холодно	1	1
TemperatureSensor	0:7:COMMAND,9:19:CommandParameter,32:40:CommandParameter,24:28:CommandParameterValue,45:49:CommandParameterValue	установи температуру на число и влажность на число	1	1
TemperatureSensor	0:5:COMMAND,7:14:IntensityQuantifier	сделай потеплее	1	1
TemperatureSensor	0:4:DeviceFeature,6:15:DeviceFeature	карта температур	1	1
TemperatureSensor	40:45:COMMAND,47:55:DEVICE,5:6:LOC,8:12:LOC,14:19:Quantor,21:30:CommandParameterValue,32:38:CommandParameter	если на улице больше количество градуса включи отопление	1	1
TemperatureSensor	0:6:DeviceQuestion,17:18:DeviceParameter,20:24:LOC	сколько градусов на улице	1	1
TemperatureSensor	22:27:COMMAND,29:32:CommandFeature	если будет холодно то закрой окно	1	1
WindowRelay	23:28:COMMAND,30:33:DeviceFeature	если станет холодно то открой окно	1	1
WindowRelay	22:27:COMMAND,11:17:CommandFeature,29:32:CommandFeature	если будет холодно то закрой окно	1	1
WindowRelay	0:9:COMMAND,23:23:Actor,25:28:Action,33:37:LOC	проветрите сейчас пока я буду на кухне	1	1
WindowRelay	23:28:COMMAND,30:33:CommandFeature	если станет холодно то закрой окно	1	1
WindowRelay	0:5:COMMAND,7:11:CommandFeature	закрой шторы если слишком светло	1	1
WindowRelay	0:9:COMMAND,11:15:LOCCurrent,22:22:Actor,24:27:Action,31:37:LOC	проветрите здесь пока я буду в комнате	1	1
CurtainsRelay	0:7:COMMAND,9:14:DeviceFeature	откроешь жалюзи если слишком темно	1	1
CurtainsRelay	0:4:COMMAND,6:10:CommandFeature	убери шторы	1	1
CurtainsRelay	0:7:COMMAND,9:12:CommandFeature	занавесь окно	1	1
HeaterController	0:5:COMMAND,7:14:IntensityQuantifier,16:27:DEVICE	сделай потеплее обогреватель	1	1
HeaterController	10:15:COMMAND,17:28:DEVICE,32:37:LOC,42:43:DeviceParameterValue,45:51:DeviceParameter	в 8 часов включи обогреватель в ванной на 23 градуса	1	1
HeaterController	0:6:COMMAND,8:16:DeviceFeature,20:26:LOC	включай отопление в спальне	1	1
HeaterController	14:18:CommandFeature,6:12:IntensityQuantifier,0:4:LOCCurrent	здесь слишком жарко	1	1
HeaterController	0:5:RequestQuestion,7:11:LOC	почему здесь так холодно	1	1
HeaterController	0:6:COMMAND,8:19:DEVICE	выключи обогреватель	1	1
AudioSystem	0:7:COMMAND,9:13:CommandFeature	пропусти песню	1	1
AudioSystem	0:6:IntensityQuantifier,8:13:CommandFeature	слишком громко	1	1
AudioSystem	0:9:COMMAND,13:21:CommandFeature,23:29:CommandFeature	проигрывай в случайном порядке	1	1
AudioSystem	0:6:COMMAND,8:19:DEVICE	включай аудиосистему если я возвращаюсь домой	1	1
AudioSystem	0:6:COMMAND,8:15:CommandFeature,20:24:LOC,30:36:LOC	выключи динамики на кухне и в спальне	1	1
AudioSystem	0:6:COMMAND,8:19:DEVICE	выключи аудиосистему когда я возвращаюсь домой	1	1
AudioSystem	0:7:COMMAND,9:16:CommandFeature,23:23:Actor,25:29:Action	прочитай передачи если я засну	1	1
AudioSystem	0:6:IntensityQuantifier	слишком тихо	1	1
AudioSystem	0:4:COMMAND,10:14:CommandFeature,16:19:IntensityQuantifier	ставь эту песню чаще	1	1
AudioSystem	0:5:COMMAND,7:12:CommandFeature	включи музыку в 5 вечера	1	1
AudioSystem	0:6:COMMAND,8:13:CommandFeature,20:20:Actor,22:25:Action	отключи музыку если я лягу	1	1
AudioSystem	20:27:COMMAND,29:33:COMMAND,35:38:CommandFeature,42:47:Action	если будет дождь то сообщить взять зонт с уходом	1	1
AudioSystem	0:5:COMMAND,7:13:CommandFeature,17:19:Actor,21:29:DeviceFeature	добавь мелодию в мою коллекцию	1	1
AudioSystem	0:11:COMMAND,13:18:CommandFeature,20:24:CommandFeature,26:29:CommandFeature,31:33:CommandFeature,35:41:CommandFeature	воспроизведи альбом abbey road the beatles	1	1
LightSensor	8:12:CommandFeature,0:6:IntensityQuantifier	слишком темно	1	1
LightSensor	0:7:COMMAND,54:62:COMMAND,16:22:LOC,9:12:CommandFeature,36:41:Actor,92:96:CommandParameter,86:90:CommandParameterValue	включить свет в санузле при наличии внутри коголибо и выключить если никого нет более число минут	1	1
LightSensor	0:7:COMMAND,9:12:CommandFeature	выключай свет если я ухожу из прихожей	1	1
LightSensor	0:6:COMMAND,8:11:DeviceFeature	включай свет когда я захожу в ванную	1	1
LightSensor	0:7:COMMAND,9:12:CommandFeature,20:24:Actor,26:30:Action,32:33:LOC,35:41:LOC	выключай свет после моего ухода из спальни	1	1
